case_id,split,dataset_label,fg_id,bg_id,foreground_category,background_category,candidate_source,candidate_id,model_rank,is_top3,score,tier,label,x,y,w,h,model_version,runtime_ms
opa_test_007,test,1,1519373,78478,fork,spoon,prior_pool,prior_07,4,no,1.0,recommended,推荐,0.6,0.3,0.212906,0.2271,simopa-worker-rgb-mask-v1,27
opa_test_007,test,1,1519373,78478,fork,spoon,prior_pool,prior_04,5,no,0.9999,recommended,推荐,0.55,0.55,0.212906,0.2271,simopa-worker-rgb-mask-v1,23
opa_test_007,test,1,1519373,78478,fork,spoon,prior_pool,prior_11,6,no,0.7142,acceptable,可接受,0.78,0.52,0.212906,0.2271,simopa-worker-rgb-mask-v1,30
opa_test_007,test,1,1519373,78478,fork,spoon,prior_pool,prior_02,7,no,0.0025,rejected,不推荐,0.42,0.3,0.212906,0.2271,simopa-worker-rgb-mask-v1,28
opa_test_007,test,1,1519373,78478,fork,spoon,prior_pool,prior_03,8,no,0.0002,rejected,不推荐,0.15,0.55,0.212906,0.2271,simopa-worker-rgb-mask-v1,26
opa_test_007,test,1,1519373,78478,fork,spoon,prior_pool,prior_06,9,no,0.0,rejected,不推荐,0.25,0.3,0.212906,0.2271,simopa-worker-rgb-mask-v1,23
opa_test_007,test,1,1519373,78478,fork,spoon,prior_pool,prior_08,10,no,0.0,rejected,不推荐,0.72,0.12,0.212906,0.2271,simopa-worker-rgb-mask-v1,25
opa_test_007,test,1,1519373,78478,fork,spoon,prior_pool,prior_09,11,no,0.0,rejected,不推荐,0.08,0.18,0.212906,0.2271,simopa-worker-rgb-mask-v1,26
opa_test_007,test,1,1519373,78478,fork,spoon,prior_pool,prior_10,12,no,0.0,rejected,不推荐,0.04,0.68,0.212906,0.2271,simopa-worker-rgb-mask-v1,25
opa_test_007,test,1,1519373,78478,fork,spoon,prior_pool,prior_12,13,no,0.0,rejected,不推荐,0.3,0.2,0.212906,0.2271,simopa-worker-rgb-mask-v1,23
opa_test_008,test,1,1412247,213399,zebra,zebra,opa_position,opa_position,1,yes,1.0,recommended,推荐,0.09375,0.30445,0.625,0.545667,simopa-worker-rgb-mask-v1,27
opa_test_008,test,1,1412247,213399,zebra,zebra,prior_pool,prior_01,2,yes,1.0,recommended,推荐,0.3749,0.452735,0.6251,0.547265,simopa-worker-rgb-mask-v1,30
opa_test_008,test,1,1412247,213399,zebra,zebra,prior_pool,prior_02,3,yes,1.0,recommended,推荐,0.3749,0.3,0.6251,0.547265,simopa-worker-rgb-mask-v1,24
opa_test_008,test,1,1412247,213399,zebra,zebra,prior_pool,prior_03,4,no,1.0,recommended,推荐,0.15,0.452735,0.6251,0.547265,simopa-worker-rgb-mask-v1,24
opa_test_008,test,1,1412247,213399,zebra,zebra,prior_pool,prior_04,5,no,1.0,recommended,推荐,0.3749,0.452735,0.6251,0.547265,simopa-worker-rgb-mask-v1,28
opa_test_008,test,1,1412247,213399,zebra,zebra,prior_pool,prior_05,6,no,1.0,recommended,推荐,0.3749,0.452735,0.6251,0.547265,simopa-worker-rgb-mask-v1,27
opa_test_008,test,1,1412247,213399,zebra,zebra,prior_pool,prior_06,7,no,1.0,recommended,推荐,0.25,0.3,0.6251,0.547265,simopa-worker-rgb-mask-v1,26
opa_test_008,test,1,1412247,213399,zebra,zebra,prior_pool,prior_07,8,no,1.0,recommended,推荐,0.3749,0.3,0.6251,0.547265,simopa-worker-rgb-mask-v1,29
opa_test_008,test,1,1412247,213399,zebra,zebra,prior_pool,prior_09,9,no,1.0,recommended,推荐,0.08,0.18,0.6251,0.547265,simopa-worker-rgb-mask-v1,33
opa_test_008,test,1,1412247,213399,zebra,zebra,prior_pool,prior_10,10,no,1.0,recommended,推荐,0.04,0.452735,0.6251,0.547265,simopa-worker-rgb-mask-v1,27
opa_test_008,test,1,1412247,213399,zebra,zebra,prior_pool,prior_11,11,no,1.0,recommended,推荐,0.3749,0.452735,0.6251,0.547265,simopa-worker-rgb-mask-v1,23
opa_test_008,test,1,1412247,213399,zebra,zebra,prior_pool,prior_12,12,no,1.0,recommended,推荐,0.3,0.2,0.6251,0.547265,simopa-worker-rgb-mask-v1,25
opa_test_008,test,1,1412247,213399,zebra,zebra,prior_pool,prior_08,13,no,0.0,rejected,不推荐,0.3749,0.12,0.6251,0.547265,simopa-worker-rgb-mask-v1,38
opa_test_009,test,1,13433,500165,dog,dog,opa_position,opa_position,1,yes,1.0,recommended,推荐,0.389062,0.10625,0.29375,0.58125,simopa-worker-rgb-mask-v1,24
opa_test_009,test,1,13433,500165,dog,dog,prior_pool,prior_01,2,yes,1.0,recommended,推荐,0.38,0.4172,0.294257,0.5828,simopa-worker-rgb-mask-v1,24
opa_test_009,test,1,13433,500165,dog,dog,prior_pool,prior_02,3,yes,1.0,recommended,推荐,0.42,0.3,0.294257,0.5828,simopa-worker-rgb-mask-v1,25
opa_test_009,test,1,13433,500165,dog,dog,prior_pool,prior_03,4,no,1.0,recommended,推荐,0.15,0.4172,0.294257,0.5828,simopa-worker-rgb-mask-v1,28
opa_test_009,test,1,13433,500165,dog,dog,prior_pool,prior_04,5,no,1.0,recommended,推荐,0.55,0.4172,0.294257,0.5828,simopa-worker-rgb-mask-v1,25
opa_test_009,test,1,13433,500165,dog,dog,prior_pool,prior_05,6,no,1.0,recommended,推荐,0.52,0.4172,0.294257,0.5828,simopa-worker-rgb-mask-v1,25
opa_test_009,test,1,13433,500165,dog,dog,prior_pool,prior_06,7,no,1.0,recommended,推荐,0.25,0.3,0.294257,0.5828,simopa-worker-rgb-mask-v1,24
opa_test_009,test,1,13433,500165,dog,dog,prior_pool,prior_07,8,no,1.0,recommended,推荐,0.6,0.3,0.294257,0.5828,simopa-worker-rgb-mask-v1,24
opa_test_009,test,1,13433,500165,dog,dog,prior_pool,prior_10,9,no,1.0,recommended,推荐,0.04,0.4172,0.294257,0.5828,simopa-worker-rgb-mask-v1,24
opa_test_009,test,1,13433,500165,dog,dog,prior_pool,prior_11,10,no,1.0,recommended,推荐,0.705743,0.4172,0.294257,0.5828,simopa-worker-rgb-mask-v1,24
opa_test_009,test,1,13433,500165,dog,dog,prior_pool,prior_12,11,no,0.9998,recommended,推荐,0.3,0.2,0.294257,0.5828,simopa-worker-rgb-mask-v1,24
opa_test_009,test,1,13433,500165,dog,dog,prior_pool,prior_08,12,no,0.9988,recommended,推荐,0.705743,0.12,0.294257,0.5828,simopa-worker-rgb-mask-v1,26
opa_test_009,test,1,13433,500165,dog,dog,prior_pool,prior_09,13,no,0.0589,rejected,不推荐,0.08,0.18,0.294257,0.5828,simopa-worker-rgb-mask-v1,24
opa_test_010,test,1,1914814,298623,broccoli,broccoli,opa_position,opa_position,1,yes,1.0,recommended,推荐,0.865625,0.570423,0.092188,0.147887,simopa-worker-rgb-mask-v1,24
opa_test_010,test,1,1914814,298623,broccoli,broccoli,prior_pool,prior_01,2,yes,1.0,recommended,推荐,0.38,0.58,0.093106,0.15,simopa-worker-rgb-mask-v1,25
opa_test_010,test,1,1914814,298623,broccoli,broccoli,prior_pool,prior_02,3,yes,1.0,recommended,推荐,0.42,0.3,0.093106,0.15,simopa-worker-rgb-mask-v1,23
opa_test_010,test,1,1914814,298623,broccoli,broccoli,prior_pool,prior_03,4,no,1.0,recommended,推荐,0.15,0.55,0.093106,0.15,simopa-worker-rgb-mask-v1,23
opa_test_010,test,1,1914814,298623,broccoli,broccoli,prior_pool,prior_04,5,no,1.0,recommended,推荐,0.55,0.55,0.093106,0.15,simopa-worker-rgb-mask-v1,23
opa_test_010,test,1,1914814,298623,broccoli,broccoli,prior_pool,prior_05,6,no,1.0,recommended,推荐,0.52,0.46,0.093106,0.15,simopa-worker-rgb-mask-v1,24
opa_test_010,test,1,1914814,298623,broccoli,broccoli,prior_pool,prior_06,7,no,1.0,recommended,推荐,0.25,0.3,0.093106,0.15,simopa-worker-rgb-mask-v1,26
opa_test_010,test,1,1914814,298623,broccoli,broccoli,prior_pool,prior_07,8,no,1.0,recommended,推荐,0.6,0.3,0.093106,0.15,simopa-worker-rgb-mask-v1,23
opa_test_010,test,1,1914814,298623,broccoli,broccoli,prior_pool,prior_08,9,no,1.0,recommended,推荐,0.72,0.12,0.093106,0.15,simopa-worker-rgb-mask-v1,24
opa_test_010,test,1,1914814,298623,broccoli,broccoli,prior_pool,prior_09,10,no,1.0,recommended,推荐,0.08,0.18,0.093106,0.15,simopa-worker-rgb-mask-v1,23
opa_test_010,test,1,1914814,298623,broccoli,broccoli,prior_pool,prior_10,11,no,1.0,recommended,推荐,0.04,0.68,0.093106,0.15,simopa-worker-rgb-mask-v1,23
opa_test_010,test,1,1914814,298623,broccoli,broccoli,prior_pool,prior_11,12,no,1.0,recommended,推荐,0.78,0.52,0.093106,0.15,simopa-worker-rgb-mask-v1,23
opa_test_010,test,1,1914814,298623,broccoli,broccoli,prior_pool,prior_12,13,no,1.0,recommended,推荐,0.3,0.2,0.093106,0.15,simopa-worker-rgb-mask-v1,23
opa_test_011,test,1,128038,180967,bicycle,bicycle,opa_position,opa_position,1,yes,1.0,recommended,推荐,0.114,0.441441,0.148,0.129129,simopa-worker-rgb-mask-v1,24
opa_test_011,test,1,128038,180967,bicycle,bicycle,prior_pool,prior_03,2,yes,0.9994,recommended,推荐,0.15,0.55,0.1495,0.13008,simopa-worker-rgb-mask-v1,24
opa_test_011,test,1,128038,180967,bicycle,bicycle,prior_pool,prior_10,3,yes,0.3642,rejected,不推荐,0.04,0.68,0.1495,0.13008,simopa-worker-rgb-mask-v1,31
opa_test_011,test,1,128038,180967,bicycle,bicycle,prior_pool,prior_01,4,no,0.0,rejected,不推荐,0.38,0.58,0.1495,0.13008,simopa-worker-rgb-mask-v1,23
opa_test_011,test,1,128038,180967,bicycle,bicycle,prior_pool,prior_02,5,no,0.0,rejected,不推荐,0.42,0.3,0.1495,0.13008,simopa-worker-rgb-mask-v1,25
opa_test_011,test,1,128038,180967,bicycle,bicycle,prior_pool,prior_04,6,no,0.0,rejected,不推荐,0.55,0.55,0.1495,0.13008,simopa-worker-rgb-mask-v1,24
opa_test_011,test,1,128038,180967,bicycle,bicycle,prior_pool,prior_05,7,no,0.0,rejected,不推荐,0.52,0.46,0.1495,0.13008,simopa-worker-rgb-mask-v1,23
opa_test_011,test,1,128038,180967,bicycle,bicycle,prior_pool,prior_06,8,no,0.0,rejected,不推荐,0.25,0.3,0.1495,0.13008,simopa-worker-rgb-mask-v1,24
opa_test_011,test,1,128038,180967,bicycle,bicycle,prior_pool,prior_07,9,no,0.0,rejected,不推荐,0.6,0.3,0.1495,0.13008,simopa-worker-rgb-mask-v1,27
opa_test_011,test,1,128038,180967,bicycle,bicycle,prior_pool,prior_08,10,no,0.0,rejected,不推荐,0.72,0.12,0.1495,0.13008,simopa-worker-rgb-mask-v1,31
opa_test_011,test,1,128038,180967,bicycle,bicycle,prior_pool,prior_09,11,no,0.0,rejected,不推荐,0.08,0.18,0.1495,0.13008,simopa-worker-rgb-mask-v1,26
opa_test_011,test,1,128038,180967,bicycle,bicycle,prior_pool,prior_11,12,no,0.0,rejected,不推荐,0.78,0.52,0.1495,0.13008,simopa-worker-rgb-mask-v1,29
opa_test_011,test,1,128038,180967,bicycle,bicycle,prior_pool,prior_12,13,no,0.0,rejected,不推荐,0.3,0.2,0.1495,0.13008,simopa-worker-rgb-mask-v1,28
opa_test_012,test,1,417577,317687,fire hydrant,fire hydrant,prior_pool,prior_01,1,yes,1.0,recommended,推荐,0.38,0.58,0.075955,0.2325,simopa-worker-rgb-mask-v1,26
opa_test_012,test,1,417577,317687,fire hydrant,fire hydrant,prior_pool,prior_03,2,yes,1.0,recommended,推荐,0.15,0.55,0.075955,0.2325,simopa-worker-rgb-mask-v1,26
opa_test_012,test,1,417577,317687,fire hydrant,fire hydrant,prior_pool,prior_10,3,yes,1.0,recommended,推荐,0.04,0.68,0.075955,0.2325,simopa-worker-rgb-mask-v1,23
opa_test_012,test,1,417577,317687,fire hydrant,fire hydrant,prior_pool,prior_11,4,no,1.0,recommended,推荐,0.78,0.52,0.075955,0.2325,simopa-worker-rgb-mask-v1,23
opa_test_012,test,1,417577,317687,fire hydrant,fire hydrant,prior_pool,prior_04,5,no,0.9998,recommended,推荐,0.55,0.55,0.075955,0.2325,simopa-worker-rgb-mask-v1,25
opa_test_012,test,1,417577,317687,fire hydrant,fire hydrant,opa_position,opa_position,6,no,0.9996,recommended,推荐,0.846875,0.314583,0.075,0.23125,simopa-worker-rgb-mask-v1,25
opa_test_012,test,1,417577,317687,fire hydrant,fire hydrant,prior_pool,prior_05,7,no,0.9986,recommended,推荐,0.52,0.46,0.075955,0.2325,simopa-worker-rgb-mask-v1,24
opa_test_012,test,1,417577,317687,fire hydrant,fire hydrant,prior_pool,prior_09,8,no,0.5529,acceptable,可接受,0.08,0.18,0.075955,0.2325,simopa-worker-rgb-mask-v1,26
opa_test_012,test,1,417577,317687,fire hydrant,fire hydrant,prior_pool,prior_07,9,no,0.0199,rejected,不推荐,0.6,0.3,0.075955,0.2325,simopa-worker-rgb-mask-v1,23
