case_id,split,dataset_label,fg_id,bg_id,foreground_category,background_category,candidate_source,candidate_id,model_rank,is_top3,score,tier,label,x,y,w,h,model_version,runtime_ms
opa_test_002,test,1,64754,186413,sheep,sheep,opa_position,opa_position,10,no,0.9987,recommended,推荐,0.714063,0.177986,0.084375,0.276347,simopa-rgb-mask-v1,204
opa_test_002,test,1,64754,186413,sheep,sheep,prior_pool,prior_12,11,no,0.5471,acceptable,可接受,0.3,0.2,0.084435,0.2776,simopa-rgb-mask-v1,22
opa_test_002,test,1,64754,186413,sheep,sheep,prior_pool,prior_09,12,no,0.2061,rejected,不推荐,0.08,0.18,0.084435,0.2776,simopa-rgb-mask-v1,23
opa_test_002,test,1,64754,186413,sheep,sheep,prior_pool,prior_11,13,no,0.0708,rejected,不推荐,0.78,0.52,0.084435,0.2776,simopa-rgb-mask-v1,26
opa_test_003,test,1,160915,580029,airplane,airplane,opa_position,opa_position,1,yes,1.0,recommended,推荐,0.695312,0.601874,0.179688,0.053864,simopa-rgb-mask-v1,205
opa_test_003,test,1,160915,580029,airplane,airplane,prior_pool,prior_01,2,yes,1.0,recommended,推荐,0.38,0.58,0.1802,0.054651,simopa-rgb-mask-v1,24
opa_test_003,test,1,160915,580029,airplane,airplane,prior_pool,prior_03,3,yes,1.0,recommended,推荐,0.15,0.55,0.1802,0.054651,simopa-rgb-mask-v1,23
opa_test_003,test,1,160915,580029,airplane,airplane,prior_pool,prior_04,4,no,1.0,recommended,推荐,0.55,0.55,0.1802,0.054651,simopa-rgb-mask-v1,24
opa_test_003,test,1,160915,580029,airplane,airplane,prior_pool,prior_05,5,no,1.0,recommended,推荐,0.52,0.46,0.1802,0.054651,simopa-rgb-mask-v1,23
opa_test_003,test,1,160915,580029,airplane,airplane,prior_pool,prior_07,6,no,1.0,recommended,推荐,0.6,0.3,0.1802,0.054651,simopa-rgb-mask-v1,25
opa_test_003,test,1,160915,580029,airplane,airplane,prior_pool,prior_11,7,no,1.0,recommended,推荐,0.78,0.52,0.1802,0.054651,simopa-rgb-mask-v1,23
opa_test_003,test,1,160915,580029,airplane,airplane,prior_pool,prior_09,8,no,0.9997,recommended,推荐,0.08,0.18,0.1802,0.054651,simopa-rgb-mask-v1,24
opa_test_003,test,1,160915,580029,airplane,airplane,prior_pool,prior_10,9,no,0.9015,recommended,推荐,0.04,0.68,0.1802,0.054651,simopa-rgb-mask-v1,24
opa_test_003,test,1,160915,580029,airplane,airplane,prior_pool,prior_02,10,no,0.0,rejected,不推荐,0.42,0.3,0.1802,0.054651,simopa-rgb-mask-v1,23
opa_test_003,test,1,160915,580029,airplane,airplane,prior_pool,prior_06,11,no,0.0,rejected,不推荐,0.25,0.3,0.1802,0.054651,simopa-rgb-mask-v1,24
opa_test_003,test,1,160915,580029,airplane,airplane,prior_pool,prior_08,12,no,0.0,rejected,不推荐,0.72,0.12,0.1802,0.054651,simopa-rgb-mask-v1,24
opa_test_003,test,1,160915,580029,airplane,airplane,prior_pool,prior_12,13,no,0.0,rejected,不推荐,0.3,0.2,0.1802,0.054651,simopa-rgb-mask-v1,25
opa_test_004,test,1,157189,15016,airplane,airplane,opa_position,opa_position,1,yes,1.0,recommended,推荐,0.809375,0.564706,0.16875,0.409412,simopa-rgb-mask-v1,220
opa_test_004,test,1,157189,15016,airplane,airplane,prior_pool,prior_01,2,yes,1.0,recommended,推荐,0.38,0.58,0.16969,0.4106,simopa-rgb-mask-v1,25
opa_test_004,test,1,157189,15016,airplane,airplane,prior_pool,prior_03,3,yes,1.0,recommended,推荐,0.15,0.55,0.16969,0.4106,simopa-rgb-mask-v1,25
opa_test_004,test,1,157189,15016,airplane,airplane,prior_pool,prior_04,4,no,1.0,recommended,推荐,0.55,0.55,0.16969,0.4106,simopa-rgb-mask-v1,24
opa_test_004,test,1,157189,15016,airplane,airplane,prior_pool,prior_05,5,no,1.0,recommended,推荐,0.52,0.46,0.16969,0.4106,simopa-rgb-mask-v1,24
opa_test_004,test,1,157189,15016,airplane,airplane,prior_pool,prior_06,6,no,1.0,recommended,推荐,0.25,0.3,0.16969,0.4106,simopa-rgb-mask-v1,24
opa_test_004,test,1,157189,15016,airplane,airplane,prior_pool,prior_08,7,no,1.0,recommended,推荐,0.72,0.12,0.16969,0.4106,simopa-rgb-mask-v1,24
opa_test_004,test,1,157189,15016,airplane,airplane,prior_pool,prior_09,8,no,1.0,recommended,推荐,0.08,0.18,0.16969,0.4106,simopa-rgb-mask-v1,23
opa_test_004,test,1,157189,15016,airplane,airplane,prior_pool,prior_10,9,no,1.0,recommended,推荐,0.04,0.5894,0.16969,0.4106,simopa-rgb-mask-v1,23
opa_test_004,test,1,157189,15016,airplane,airplane,prior_pool,prior_11,10,no,1.0,recommended,推荐,0.78,0.52,0.16969,0.4106,simopa-rgb-mask-v1,24
opa_test_004,test,1,157189,15016,airplane,airplane,prior_pool,prior_12,11,no,1.0,recommended,推荐,0.3,0.2,0.16969,0.4106,simopa-rgb-mask-v1,23
opa_test_004,test,1,157189,15016,airplane,airplane,prior_pool,prior_07,12,no,0.9998,recommended,推荐,0.6,0.3,0.16969,0.4106,simopa-rgb-mask-v1,24
opa_test_004,test,1,157189,15016,airplane,airplane,prior_pool,prior_02,13,no,0.8415,recommended,推荐,0.42,0.3,0.16969,0.4106,simopa-rgb-mask-v1,24
opa_test_005,test,1,65690,186413,sheep,sheep,opa_position,opa_position,1,yes,1.0,recommended,推荐,0.2375,0.327869,0.153125,0.381733,simopa-rgb-mask-v1,206
opa_test_005,test,1,65690,186413,sheep,sheep,prior_pool,prior_01,2,yes,1.0,recommended,推荐,0.38,0.58,0.153895,0.3829,simopa-rgb-mask-v1,24
opa_test_005,test,1,65690,186413,sheep,sheep,prior_pool,prior_02,3,yes,1.0,recommended,推荐,0.42,0.3,0.153895,0.3829,simopa-rgb-mask-v1,23
opa_test_005,test,1,65690,186413,sheep,sheep,prior_pool,prior_03,4,no,1.0,recommended,推荐,0.15,0.55,0.153895,0.3829,simopa-rgb-mask-v1,25
opa_test_005,test,1,65690,186413,sheep,sheep,prior_pool,prior_04,5,no,1.0,recommended,推荐,0.55,0.55,0.153895,0.3829,simopa-rgb-mask-v1,23
opa_test_005,test,1,65690,186413,sheep,sheep,prior_pool,prior_05,6,no,1.0,recommended,推荐,0.52,0.46,0.153895,0.3829,simopa-rgb-mask-v1,24
opa_test_005,test,1,65690,186413,sheep,sheep,prior_pool,prior_06,7,no,1.0,recommended,推荐,0.25,0.3,0.153895,0.3829,simopa-rgb-mask-v1,24
opa_test_005,test,1,65690,186413,sheep,sheep,prior_pool,prior_09,8,no,1.0,recommended,推荐,0.08,0.18,0.153895,0.3829,simopa-rgb-mask-v1,24
opa_test_005,test,1,65690,186413,sheep,sheep,prior_pool,prior_10,9,no,1.0,recommended,推荐,0.04,0.6171,0.153895,0.3829,simopa-rgb-mask-v1,25
opa_test_005,test,1,65690,186413,sheep,sheep,prior_pool,prior_11,10,no,1.0,recommended,推荐,0.78,0.52,0.153895,0.3829,simopa-rgb-mask-v1,25
opa_test_005,test,1,65690,186413,sheep,sheep,prior_pool,prior_12,11,no,0.9998,recommended,推荐,0.3,0.2,0.153895,0.3829,simopa-rgb-mask-v1,25
opa_test_005,test,1,65690,186413,sheep,sheep,prior_pool,prior_08,12,no,0.9163,recommended,推荐,0.72,0.12,0.153895,0.3829,simopa-rgb-mask-v1,24
opa_test_005,test,1,65690,186413,sheep,sheep,prior_pool,prior_07,13,no,0.0,rejected,不推荐,0.6,0.3,0.153895,0.3829,simopa-rgb-mask-v1,23
opa_test_006,test,1,2175267,348935,zebra,zebra,opa_position,opa_position,1,yes,1.0,recommended,推荐,0.024575,0.640625,0.623819,0.34375,simopa-rgb-mask-v1,221
opa_test_006,test,1,2175267,348935,zebra,zebra,prior_pool,prior_01,2,yes,1.0,recommended,推荐,0.3749,0.58,0.6251,0.343554,simopa-rgb-mask-v1,29
opa_test_006,test,1,2175267,348935,zebra,zebra,prior_pool,prior_04,3,yes,1.0,recommended,推荐,0.3749,0.55,0.6251,0.343554,simopa-rgb-mask-v1,27
opa_test_006,test,1,2175267,348935,zebra,zebra,prior_pool,prior_05,4,no,1.0,recommended,推荐,0.3749,0.46,0.6251,0.343554,simopa-rgb-mask-v1,28
opa_test_006,test,1,2175267,348935,zebra,zebra,prior_pool,prior_10,5,no,1.0,recommended,推荐,0.04,0.656446,0.6251,0.343554,simopa-rgb-mask-v1,27
opa_test_006,test,1,2175267,348935,zebra,zebra,prior_pool,prior_11,6,no,1.0,recommended,推荐,0.3749,0.52,0.6251,0.343554,simopa-rgb-mask-v1,29
opa_test_006,test,1,2175267,348935,zebra,zebra,prior_pool,prior_03,7,no,0.9999,recommended,推荐,0.15,0.55,0.6251,0.343554,simopa-rgb-mask-v1,28
opa_test_006,test,1,2175267,348935,zebra,zebra,prior_pool,prior_02,8,no,0.0,rejected,不推荐,0.3749,0.3,0.6251,0.343554,simopa-rgb-mask-v1,28
opa_test_006,test,1,2175267,348935,zebra,zebra,prior_pool,prior_06,9,no,0.0,rejected,不推荐,0.25,0.3,0.6251,0.343554,simopa-rgb-mask-v1,28
opa_test_006,test,1,2175267,348935,zebra,zebra,prior_pool,prior_07,10,no,0.0,rejected,不推荐,0.3749,0.3,0.6251,0.343554,simopa-rgb-mask-v1,31
opa_test_006,test,1,2175267,348935,zebra,zebra,prior_pool,prior_08,11,no,0.0,rejected,不推荐,0.3749,0.12,0.6251,0.343554,simopa-rgb-mask-v1,31
opa_test_006,test,1,2175267,348935,zebra,zebra,prior_pool,prior_09,12,no,0.0,rejected,不推荐,0.08,0.18,0.6251,0.343554,simopa-rgb-mask-v1,28
opa_test_006,test,1,2175267,348935,zebra,zebra,prior_pool,prior_12,13,no,0.0,rejected,不推荐,0.3,0.2,0.6251,0.343554,simopa-rgb-mask-v1,27
opa_test_007,test,1,1519373,78478,fork,spoon,opa_position,opa_position,1,yes,1.0,recommended,推荐,0.651563,0.360417,0.2125,0.225,simopa-rgb-mask-v1,204
opa_test_007,test,1,1519373,78478,fork,spoon,prior_pool,prior_01,2,yes,1.0,recommended,推荐,0.38,0.58,0.212906,0.2271,simopa-rgb-mask-v1,24
opa_test_007,test,1,1519373,78478,fork,spoon,prior_pool,prior_05,3,yes,1.0,recommended,推荐,0.52,0.46,0.212906,0.2271,simopa-rgb-mask-v1,23
opa_test_007,test,1,1519373,78478,fork,spoon,prior_pool,prior_07,4,no,1.0,recommended,推荐,0.6,0.3,0.212906,0.2271,simopa-rgb-mask-v1,25
opa_test_007,test,1,1519373,78478,fork,spoon,prior_pool,prior_04,5,no,0.9999,recommended,推荐,0.55,0.55,0.212906,0.2271,simopa-rgb-mask-v1,24
opa_test_007,test,1,1519373,78478,fork,spoon,prior_pool,prior_11,6,no,0.7142,acceptable,可接受,0.78,0.52,0.212906,0.2271,simopa-rgb-mask-v1,26
opa_test_007,test,1,1519373,78478,fork,spoon,prior_pool,prior_02,7,no,0.0025,rejected,不推荐,0.42,0.3,0.212906,0.2271,simopa-rgb-mask-v1,24
opa_test_007,test,1,1519373,78478,fork,spoon,prior_pool,prior_03,8,no,0.0002,rejected,不推荐,0.15,0.55,0.212906,0.2271,simopa-rgb-mask-v1,25
opa_test_007,test,1,1519373,78478,fork,spoon,prior_pool,prior_06,9,no,0.0,rejected,不推荐,0.25,0.3,0.212906,0.2271,simopa-rgb-mask-v1,25
opa_test_007,test,1,1519373,78478,fork,spoon,prior_pool,prior_08,10,no,0.0,rejected,不推荐,0.72,0.12,0.212906,0.2271,simopa-rgb-mask-v1,26
opa_test_007,test,1,1519373,78478,fork,spoon,prior_pool,prior_09,11,no,0.0,rejected,不推荐,0.08,0.18,0.212906,0.2271,simopa-rgb-mask-v1,24
opa_test_007,test,1,1519373,78478,fork,spoon,prior_pool,prior_10,12,no,0.0,rejected,不推荐,0.04,0.68,0.212906,0.2271,simopa-rgb-mask-v1,24
opa_test_007,test,1,1519373,78478,fork,spoon,prior_pool,prior_12,13,no,0.0,rejected,不推荐,0.3,0.2,0.212906,0.2271,simopa-rgb-mask-v1,24
opa_test_008,test,1,1412247,213399,zebra,zebra,opa_position,opa_position,1,yes,1.0,recommended,推荐,0.09375,0.30445,0.625,0.545667,simopa-rgb-mask-v1,211
opa_test_008,test,1,1412247,213399,zebra,zebra,prior_pool,prior_01,2,yes,1.0,recommended,推荐,0.3749,0.452735,0.6251,0.547265,simopa-rgb-mask-v1,27
opa_test_008,test,1,1412247,213399,zebra,zebra,prior_pool,prior_02,3,yes,1.0,recommended,推荐,0.3749,0.3,0.6251,0.547265,simopa-rgb-mask-v1,26
opa_test_008,test,1,1412247,213399,zebra,zebra,prior_pool,prior_03,4,no,1.0,recommended,推荐,0.15,0.452735,0.6251,0.547265,simopa-rgb-mask-v1,24
opa_test_008,test,1,1412247,213399,zebra,zebra,prior_pool,prior_04,5,no,1.0,recommended,推荐,0.3749,0.452735,0.6251,0.547265,simopa-rgb-mask-v1,24
opa_test_008,test,1,1412247,213399,zebra,zebra,prior_pool,prior_05,6,no,1.0,recommended,推荐,0.3749,0.452735,0.6251,0.547265,simopa-rgb-mask-v1,24
opa_test_008,test,1,1412247,213399,zebra,zebra,prior_pool,prior_06,7,no,1.0,recommended,推荐,0.25,0.3,0.6251,0.547265,simopa-rgb-mask-v1,25
opa_test_008,test,1,1412247,213399,zebra,zebra,prior_pool,prior_07,8,no,1.0,recommended,推荐,0.3749,0.3,0.6251,0.547265,simopa-rgb-mask-v1,24
opa_test_008,test,1,1412247,213399,zebra,zebra,prior_pool,prior_09,9,no,1.0,recommended,推荐,0.08,0.18,0.6251,0.547265,simopa-rgb-mask-v1,25
opa_test_008,test,1,1412247,213399,zebra,zebra,prior_pool,prior_10,10,no,1.0,recommended,推荐,0.04,0.452735,0.6251,0.547265,simopa-rgb-mask-v1,24
opa_test_008,test,1,1412247,213399,zebra,zebra,prior_pool,prior_11,11,no,1.0,recommended,推荐,0.3749,0.452735,0.6251,0.547265,simopa-rgb-mask-v1,24
opa_test_008,test,1,1412247,213399,zebra,zebra,prior_pool,prior_12,12,no,1.0,recommended,推荐,0.3,0.2,0.6251,0.547265,simopa-rgb-mask-v1,24
opa_test_008,test,1,1412247,213399,zebra,zebra,prior_pool,prior_08,13,no,0.0,rejected,不推荐,0.3749,0.12,0.6251,0.547265,simopa-rgb-mask-v1,25
opa_test_009,test,1,13433,500165,dog,dog,opa_position,opa_position,1,yes,1.0,recommended,推荐,0.389062,0.10625,0.29375,0.58125,simopa-rgb-mask-v1,216
opa_test_009,test,1,13433,500165,dog,dog,prior_pool,prior_01,2,yes,1.0,recommended,推荐,0.38,0.4172,0.294257,0.5828,simopa-rgb-mask-v1,29
opa_test_009,test,1,13433,500165,dog,dog,prior_pool,prior_02,3,yes,1.0,recommended,推荐,0.42,0.3,0.294257,0.5828,simopa-rgb-mask-v1,25
opa_test_009,test,1,13433,500165,dog,dog,prior_pool,prior_03,4,no,1.0,recommended,推荐,0.15,0.4172,0.294257,0.5828,simopa-rgb-mask-v1,25
opa_test_009,test,1,13433,500165,dog,dog,prior_pool,prior_04,5,no,1.0,recommended,推荐,0.55,0.4172,0.294257,0.5828,simopa-rgb-mask-v1,24
opa_test_009,test,1,13433,500165,dog,dog,prior_pool,prior_05,6,no,1.0,recommended,推荐,0.52,0.4172,0.294257,0.5828,simopa-rgb-mask-v1,23
opa_test_009,test,1,13433,500165,dog,dog,prior_pool,prior_06,7,no,1.0,recommended,推荐,0.25,0.3,0.294257,0.5828,simopa-rgb-mask-v1,23
opa_test_009,test,1,13433,500165,dog,dog,prior_pool,prior_07,8,no,1.0,recommended,推荐,0.6,0.3,0.294257,0.5828,simopa-rgb-mask-v1,24
opa_test_009,test,1,13433,500165,dog,dog,prior_pool,prior_10,9,no,1.0,recommended,推荐,0.04,0.4172,0.294257,0.5828,simopa-rgb-mask-v1,24
opa_test_009,test,1,13433,500165,dog,dog,prior_pool,prior_11,10,no,1.0,recommended,推荐,0.705743,0.4172,0.294257,0.5828,simopa-rgb-mask-v1,35
opa_test_009,test,1,13433,500165,dog,dog,prior_pool,prior_12,11,no,0.9998,recommended,推荐,0.3,0.2,0.294257,0.5828,simopa-rgb-mask-v1,36
opa_test_009,test,1,13433,500165,dog,dog,prior_pool,prior_08,12,no,0.9988,recommended,推荐,0.705743,0.12,0.294257,0.5828,simopa-rgb-mask-v1,31
opa_test_009,test,1,13433,500165,dog,dog,prior_pool,prior_09,13,no,0.0589,rejected,不推荐,0.08,0.18,0.294257,0.5828,simopa-rgb-mask-v1,25
opa_test_051,test,0,3332,333599,dog,dog,opa_position,opa_position,1,yes,0.0,rejected,不推荐,0.131148,0.2375,0.220141,0.2875,simopa-rgb-mask-v1,207
opa_test_051,test,0,3332,333599,dog,dog,prior_pool,prior_01,2,yes,0.0,rejected,不推荐,0.38,0.58,0.215756,0.2879,simopa-rgb-mask-v1,27
opa_test_051,test,0,3332,333599,dog,dog,prior_pool,prior_02,3,yes,0.0,rejected,不推荐,0.42,0.3,0.215756,0.2879,simopa-rgb-mask-v1,27
opa_test_051,test,0,3332,333599,dog,dog,prior_pool,prior_03,4,no,0.0,rejected,不推荐,0.15,0.55,0.215756,0.2879,simopa-rgb-mask-v1,26
opa_test_051,test,0,3332,333599,dog,dog,prior_pool,prior_04,5,no,0.0,rejected,不推荐,0.55,0.55,0.215756,0.2879,simopa-rgb-mask-v1,25
opa_test_051,test,0,3332,333599,dog,dog,prior_pool,prior_05,6,no,0.0,rejected,不推荐,0.52,0.46,0.215756,0.2879,simopa-rgb-mask-v1,27
opa_test_051,test,0,3332,333599,dog,dog,prior_pool,prior_06,7,no,0.0,rejected,不推荐,0.25,0.3,0.215756,0.2879,simopa-rgb-mask-v1,29
opa_test_051,test,0,3332,333599,dog,dog,prior_pool,prior_07,8,no,0.0,rejected,不推荐,0.6,0.3,0.215756,0.2879,simopa-rgb-mask-v1,27
opa_test_051,test,0,3332,333599,dog,dog,prior_pool,prior_08,9,no,0.0,rejected,不推荐,0.72,0.12,0.215756,0.2879,simopa-rgb-mask-v1,27
opa_test_051,test,0,3332,333599,dog,dog,prior_pool,prior_09,10,no,0.0,rejected,不推荐,0.08,0.18,0.215756,0.2879,simopa-rgb-mask-v1,27
opa_test_051,test,0,3332,333599,dog,dog,prior_pool,prior_10,11,no,0.0,rejected,不推荐,0.04,0.68,0.215756,0.2879,simopa-rgb-mask-v1,28
opa_test_051,test,0,3332,333599,dog,dog,prior_pool,prior_11,12,no,0.0,rejected,不推荐,0.78,0.52,0.215756,0.2879,simopa-rgb-mask-v1,39
opa_test_051,test,0,3332,333599,dog,dog,prior_pool,prior_12,13,no,0.0,rejected,不推荐,0.3,0.2,0.215756,0.2879,simopa-rgb-mask-v1,41
opa_test_052,test,0,55695,503008,horse,horse,prior_pool,prior_10,1,yes,0.9756,recommended,推荐,0.04,0.670734,0.3474,0.329266,simopa-rgb-mask-v1,26
opa_test_052,test,0,55695,503008,horse,horse,opa_position,opa_position,2,yes,0.0,rejected,不推荐,0.56875,0.258929,0.346875,0.328125,simopa-rgb-mask-v1,211
opa_test_052,test,0,55695,503008,horse,horse,prior_pool,prior_01,3,yes,0.0,rejected,不推荐,0.38,0.58,0.3474,0.329266,simopa-rgb-mask-v1,27
opa_test_052,test,0,55695,503008,horse,horse,prior_pool,prior_02,4,no,0.0,rejected,不推荐,0.42,0.3,0.3474,0.329266,simopa-rgb-mask-v1,26
opa_test_052,test,0,55695,503008,horse,horse,prior_pool,prior_03,5,no,0.0,rejected,不推荐,0.15,0.55,0.3474,0.329266,simopa-rgb-mask-v1,27
opa_test_052,test,0,55695,503008,horse,horse,prior_pool,prior_04,6,no,0.0,rejected,不推荐,0.55,0.55,0.3474,0.329266,simopa-rgb-mask-v1,26
opa_test_052,test,0,55695,503008,horse,horse,prior_pool,prior_05,7,no,0.0,rejected,不推荐,0.52,0.46,0.3474,0.329266,simopa-rgb-mask-v1,26
opa_test_052,test,0,55695,503008,horse,horse,prior_pool,prior_06,8,no,0.0,rejected,不推荐,0.25,0.3,0.3474,0.329266,simopa-rgb-mask-v1,26
opa_test_052,test,0,55695,503008,horse,horse,prior_pool,prior_07,9,no,0.0,rejected,不推荐,0.6,0.3,0.3474,0.329266,simopa-rgb-mask-v1,26
opa_test_052,test,0,55695,503008,horse,horse,prior_pool,prior_08,10,no,0.0,rejected,不推荐,0.6526,0.12,0.3474,0.329266,simopa-rgb-mask-v1,27
opa_test_052,test,0,55695,503008,horse,horse,prior_pool,prior_09,11,no,0.0,rejected,不推荐,0.08,0.18,0.3474,0.329266,simopa-rgb-mask-v1,27
opa_test_052,test,0,55695,503008,horse,horse,prior_pool,prior_11,12,no,0.0,rejected,不推荐,0.6526,0.52,0.3474,0.329266,simopa-rgb-mask-v1,26
opa_test_052,test,0,55695,503008,horse,horse,prior_pool,prior_12,13,no,0.0,rejected,不推荐,0.3,0.2,0.3474,0.329266,simopa-rgb-mask-v1,33
opa_test_053,test,0,61157,186413,sheep,sheep,prior_pool,prior_01,1,yes,1.0,recommended,推荐,0.38,0.58,0.3829,0.354913,simopa-rgb-mask-v1,26
opa_test_053,test,0,61157,186413,sheep,sheep,prior_pool,prior_03,2,yes,1.0,recommended,推荐,0.15,0.55,0.3829,0.354913,simopa-rgb-mask-v1,25
opa_test_053,test,0,61157,186413,sheep,sheep,prior_pool,prior_04,3,yes,1.0,recommended,推荐,0.55,0.55,0.3829,0.354913,simopa-rgb-mask-v1,25
opa_test_053,test,0,61157,186413,sheep,sheep,prior_pool,prior_10,4,no,1.0,recommended,推荐,0.04,0.645087,0.3829,0.354913,simopa-rgb-mask-v1,28
opa_test_053,test,0,61157,186413,sheep,sheep,prior_pool,prior_11,5,no,0.9999,recommended,推荐,0.6171,0.52,0.3829,0.354913,simopa-rgb-mask-v1,25
opa_test_053,test,0,61157,186413,sheep,sheep,prior_pool,prior_06,6,no,0.9955,recommended,推荐,0.25,0.3,0.3829,0.354913,simopa-rgb-mask-v1,27
opa_test_053,test,0,61157,186413,sheep,sheep,prior_pool,prior_12,7,no,0.036,rejected,不推荐,0.3,0.2,0.3829,0.354913,simopa-rgb-mask-v1,26
opa_test_053,test,0,61157,186413,sheep,sheep,prior_pool,prior_02,8,no,0.0049,rejected,不推荐,0.42,0.3,0.3829,0.354913,simopa-rgb-mask-v1,25
opa_test_053,test,0,61157,186413,sheep,sheep,prior_pool,prior_08,9,no,0.0019,rejected,不推荐,0.6171,0.12,0.3829,0.354913,simopa-rgb-mask-v1,25
opa_test_053,test,0,61157,186413,sheep,sheep,prior_pool,prior_09,10,no,0.0018,rejected,不推荐,0.08,0.18,0.3829,0.354913,simopa-rgb-mask-v1,24
opa_test_053,test,0,61157,186413,sheep,sheep,opa_position,opa_position,11,no,0.0,rejected,不推荐,0.342187,0.470726,0.382812,0.351288,simopa-rgb-mask-v1,199
opa_test_053,test,0,61157,186413,sheep,sheep,prior_pool,prior_05,12,no,0.0,rejected,不推荐,0.52,0.46,0.3829,0.354913,simopa-rgb-mask-v1,25
opa_test_053,test,0,61157,186413,sheep,sheep,prior_pool,prior_07,13,no,0.0,rejected,不推荐,0.6,0.3,0.3829,0.354913,simopa-rgb-mask-v1,26
opa_test_054,test,0,164841,57284,bus,bus,prior_pool,prior_01,1,yes,0.8239,recommended,推荐,0.38,0.58,0.5012,0.307984,simopa-rgb-mask-v1,26
opa_test_054,test,0,164841,57284,bus,bus,prior_pool,prior_04,2,yes,0.0019,rejected,不推荐,0.4988,0.55,0.5012,0.307984,simopa-rgb-mask-v1,25
opa_test_054,test,0,164841,57284,bus,bus,prior_pool,prior_10,3,yes,0.0013,rejected,不推荐,0.04,0.68,0.5012,0.307984,simopa-rgb-mask-v1,24
